18,worshiper,n.,people participating in a religious service,,,,예배자,"In Buddhism, worshipers often bow in front of a statue of Buddha.",불교에서는 예배자들이 종종 불상 앞에서 절을 한다.,
18,pool,v.,combine,put together,,,,"(자산, 힘 등을) 모으다",Members of the community pooled their resources to purchase land for a park.,공동체의 구성원들은 공원을 위한 토지를 매입하기 위해 그들의 자산을 모았다.
18,pool,n.,combination,group,,,"연합, 기업 연합",A pool of journalists from various international newspapers gathered in the conference room for the announcement.,다양한 국제 신문사 기자들의 연합이 발표를 위해 회의실에 모였다.,
18,at the urging of,phr.,at the recommendation of,,,,~의 권고로,"At the urging of world leaders, many governments are attempting to stop the development of nuclear weapons.",세계 지도자들의 권고로 많은 정부들이 핵무기의 개발을 멈추려고 시도하고 있다.,
18,ornamental,adj.,decorative,beautifying,embellishing,,장식용의,The Alhambra Palace in Spain is surrounded by ornamental gardens that enhance the palace's beauty.,스페인의 알함브라 궁전은 궁전의 아름다움을 돋보이게 하는 장식용 정원으로 둘러싸여 있다.,
18,regime,n.,government,administration,authorities,,"정권, 체제",A new regime took power after the successful military coup.,새 정권은 성공적인 군사 쿠데타 후에 권력을 잡았다.,
18,acclaim,v.,praise,compliment,applaud,,격찬하다,Critics acclaimed the actress for her superb performance in the hit Broadway play.,비평가들은 인기 브로드웨이 연극에서 눈부신 연기를 한 그 여배우를 격찬했다.,
18,comprehensible,adj.,understandable,apprehensible,knowable,,이해할 수 있는,Experience taught Rachel that life could be predictable and comprehensible.,경험은 Rachel에게 삶은 예측할 수 있고 이해할 수 있다는 것을 가르쳐 주었다.,
18,disparity,n.,inequality,imbalance,disproportion,,"차이, 불균형",The pay disparity between men and women has been slowly decreasing over time.,남성과 여성 사이의 임금 불균형은 시간이 지나면서 서서히 줄어들어 왔다.,
18,bold,adj.,daring,brave,courageous,,용감한,"Despite Nancy's bold words, there was a cold terror in her eyes as she confronted the intruder.",Nancy의 용감한 말에도 불구하고 침입자와 맞서는 동안 그녀의 눈에는 차가운 공포가 서려 있었다.,
18,noteworthy,adj.,important,notable,significant,,주목할 만한,The Lumi?re brothers were noteworthy pioneers in early film.,뤼미에르 형제는 초기 영화의 주목할 만한 선구자들이었다.,
18,spectacular,adj.,magnificent,splendid,impressive,,"장관인, 눈부신",Each room in the hotel had a spectacular view of the ocean.,호텔의 각 방에서는 바다의 눈부신 경관을 볼 수 있었다.,
18,extracted from,phr.,taken out of,drawn out of,,,~에서 뽑아낸,The oils extracted from olives or sesame seeds have low smoke points.,올리브나 참깨에서 뽑아낸 기름은 발연점이 낮다.,
18,tantalize,v.,tempt,,,,"애타게 하다, 감질나게 하다",Lotteries tantalize people with the prospect of getting rich quickly.,복권은 빨리 부자가 되려는 기대에 차 있는 사람들을 애타게 한다.,
18,allied,adj.,related,linked,connected,,관련된,Depression and anxiety are two closely allied mental health issues.,우울증과 불안은 밀접하게 관련된 두 가지 정신 건강 문제이다.,
18,authoritative,adj.,official,authorized,,,"권위 있는, 믿을 만한",The science magazine will not publish an article unless it cites authoritative sources.,그 과학 잡지는 믿을 만한 출처를 인용하지 않는 한 기사를 싣지 않을 것이다.,
18,moral,n.,lesson,message,teaching,,교훈,Aesop's fables generally contain an important moral in each story.,'이솝 우화'는 대체로 각 이야기마다 중요한 교훈을 하나씩 담고 있다.,
18,compatible,adj.,consistent,congruous,consonant,,"일치하는, 양립할 수 있는",NGOs must make certain that the projects they fund are compatible with their core values.,비정부기구는 그들이 자금을 대는 프로젝트가 그들의 핵심 가치와 일치하는지를 확실히 해야 한다.,
18,buildup,n.,accumulation,,,,축적,The buildup of cholesterol in the body can lead to high blood pressure.,체내의 콜레스테롤 축적은 고혈압으로 이어질 수 있다.,
18,stress,v.,emphasize,highlight,underline,,강조하다,"All his life, Michael's parents had stressed the importance of education.",Michael의 일생 동안 그의 부모님은 교육의 중요성을 강조했다.,
18,stress,n.,emphasis,accent,,,"강조, 중점",Hippocrates laid more stress upon the expected outcome of a disease than upon its diagnosis.,히포크라테스는 질병에 대한 진단보다는 그 질병의 예상되는 결과에 더 중점을 두었다.,
18,respective,adj.,particular,individual,,,"각각의, 개별적인",Each respective museum in the city specializes in a different art form or period.,도시에 있는 각각의 박물관들은 다른 예술 유형이나 다른 시대의 미술품들을 전문적으로 다룬다.,
18,peculiarity,n.,feature,characteristic,quality,,"(기이한) 특징, 특성",A need for privacy is a cultural peculiarity in Western society.,사생활에 대한 욕구는 서구 사회의 문화적 특징이다.,
18,rely upon,phr.,depend upon,resort to,,,~에 의존하다,Prosecutors must rely upon testimony when little physical evidence is available.,물리적 증거를 거의 구할 수 없을 때 검사는 증언에 의존해야 한다.,
18,rapid,adj.,fast,quick,speedy,swift,빠른,Rapid environmental change can be a challenge to the survival of species.,빠른 환경 변화는 종의 생존에 대한 도전이 될 수 있다.,
18,saturate,v.,soap,drench,wet thoroughly,,흠뻑 적시다,Saturate the cloth in cleaning fluid before wiping down the windows.,창문을 구석구석 닦기 전에 천을 세정액에 흠뻑 적셔라.,
18,constitution,n.,form,structure,,,"구성, 구조","In chemistry, compounds that have a similar constitution are called analogues.",화학에서 유사한 구조를 가진 화합물들은 유사체라고 불린다.,
18,efface,v.,wipe out,erase,expunge,,"지우다, 없애다",Victims of traumatic incidents often wish they could efface their memories of the event.,충격적인 사건의 피해자들은 보통 그 사건에 대한 기억을 지우고 싶어한다.,
18,manageable,adj.,controllable,affordable,easy to handle,,관리하기 쉬운,Wild horses must go through substantial training before they become manageable.,야생마들은 관리하기 쉬워지기까지 상당한 훈련을 받아야 한다.,
18,approach,v.,come close,move toward,come toward,near,접근하다,Parents should teach their children what to do when a stranger approaches.,부모들은 아이들에게 낯선 사람이 접근하면 어떻게 해야 하는지 가르쳐 주어야 한다.,
18,approach,n.,method,way,,,"접근법, 방식","In the world of mass production, Henry Ford's approach became the industry standard for many years.",대량 생산의 세계에서는 헨리 포드의 접근법이 오랜 기간 동안 업계의 기준이 되었다.,
18,routinely,adv.,commonly,regularly,habitually,,일상적으로,Mr. Smith routinely forgot to turn off the lights when he went out.,Smith 씨는 외출할 때 불을 끄는 것을 일상적으로 잊어버렸다.,
18,adapt,v.,adjust,acclimate,conform,,적응하다,Vicky adapted to the new school quite easily.,Vicky는 새 학교에 상당히 쉽게 적응했다.,
18,implication,n.,consequence,result,,,결과,The program has been designed to teach prisoners the implications of bad behavior.,그 프로그램은 재소자들에게 나쁜 행동의 결과를 가르치도록 고안되었다.,
18,unambiguous,adj.,clear,distinct,definite,,분명한,John's attitude about lying was unambiguous?he insisted upon the truth at all times.,거짓말하는 것에 대한 John의 태도는 분명했다. 그는 언제나 진실을 고집했다.,
18,rigor,n.,harshness,strictness,rigidness,,엄격함,"A strict ruler, Roman emperor Septimius Severus applied the law with rigor.",엄한 통치자였던 로마 황제 셉티미우스 세베루스는 엄격함을 가지고 법을 적용했다.,
18,rigor,n.,hardship,adversity,,,"고초, 어려움",Soldiers are often traumatized by the rigors of war.,군인들은 전쟁의 고초 때문에 종종 정신적 충격을 받는다.,
18,contentious,adj.,disputed,controversial,argumentative,,논쟁을 불러일으키는,The death penalty is a contentious issue for many people today.,사형 제도는 오늘날 많은 사람들에게 논쟁을 불러일으키는 주제이다.,
18,competent,adj.,adept,skilled,capable,,유능한,A competent accountant can help a company minimize its tax burden.,유능한 회계사는 회사가 세금 부담을 최소화하는 데 도움을 줄 수 있다.,
18,incredible,adj.,unbelievable,inconceivable,unimagined,,믿기 힘든,Larry's claim that he could run a mile in under three minutes was incredible.,자신이 3분 안에 1마일을 달릴 수 있다는 Larry의 주장은 믿기 힘들었다.,
18,string,n.,series,chain,,,"일련, 연속",Michael Jackson had a string of hit albums in the 1980s.,마이클 잭슨은 1980년대에 일련의 히트 앨범들을 냈다.,
18,decompose,v.,decay,rot,,,부패하다,Fallen leaves slowly decompose and enrich the soil on the forest floor.,낙엽은 산림 바닥에서 서서히 부패해서 토양을 비옥하게 한다.,
18,lateral,adj.,side,,,,측면의,The X-rays provided front and lateral views of the brain.,그 엑스레이는 뇌의 전면과 측면 모습을 보여주었다.,
,단어,품사,동의어1,동의어2,동의어3,동의어4,한국어 뜻,예문,예문 뜻,
19,forage,v.,seek for food,search,hunt,rummage,(식량 등을) 찾아다니다,Steve was surprised to find a raccoon foraging in his garbage can.,Steve는 너구리가 그의 쓰레기통 속에서 먹이를 찾아다니고 있는 것을 발견하고 놀랐다.,
19,forage,n.,feed,fodder,food,,"사료, 먹이",Grasses serve as forage for a wide variety of animals.,풀은 매우 다양한 동물들의 사료 역할을 한다.,
19,erect,v.,build,construct,raise,set up,"세우다, 건설하다",Nearly $4.8 billion was used to erect more than 200 waste disposal facilities.,200개가 넘는 폐기물 처리장을 세우는 데 거의 48억 달러가 쓰였다.,
19,integral,adj.,essential,crucial,indispensable,,필수적인,Sufficient sleep is an integral part of overall good health.,충분한 수면은 전반적인 건강에 필수적인 요소이다.,
19,integral,adj.,complete,,,,"완전한, 빠진 것이 없는",The museum contains an integral collection of the artist's paintings and sculptures.,박물관은 그 예술가의 그림과 조각품의 완전한 컬렉션을 가지고 있다.,
19,precisely,adv.,exactly,accurately,correctly,with precision,정확하게,Measure the cake ingredients precisely before adding them to the mixing bowl.,믹싱 볼에 넣기 전에 케이크의 재료를 정확하게 재어라.,
19,handle,v.,process,manage,deal with,,처리하다,Workers should handle the complaints in the same order as they are received.,근로자들은 불만 사항들이 접수되는 순서대로 그것들을 처리해야 한다.,
19,objective,n.,purpose,aim,goal,,"목적, 목표",The objective of astronomers has always been to add knowledge to the field of astronomy.,천문학자들의 목표는 항상 천문학 분야에 지식을 더하는 것이었다.,
19,objective,adj.,unbiased,impartial,,,편견 없는,"Justice is often represented by scales, which emphasize the importance of objective standards.","정의는 흔히 저울로 표현되는데, 그것은 편견 없는 기준의 중요성을 강조한다.",
19,deviate,v.,depart,turn aside,diverge,stray,벗어나다,"In the past, sailors looked at the stars so that they would not deviate from their course.",과거에는 선원들이 항로에서 벗어나지 않기 위해 별을 살펴보았다.,
19,vigor,n.,energy,strength,vitality,,활력,"Parasites can cause a wide range of symptoms, from headaches to loss of vigor.",기생충은 두통에서부터 활력을 잃는 것까지 다양한 증상들을 야기할 수 있다.,
19,decisive,adj.,significant,definitive,definite,,결정적인,"A decisive victory for the North, the Battle of Gettysburg led to the end of the Civil War.",북부의 결정적인 승리였던 게티즈버그 전투는 남북 전쟁의 종결로 이어졌다.,
19,primordial,adj.,beginning,original,earliest,,최초의,"In the primordial stage of cell division, enzymes that are necessary for replication are synthesized.",세포 분열의 최초 단계에서는 복제를 위해 필요한 효소들이 합성된다.,
19,cluster,v.,gather,group,assemble,,"(떼를 지어) 모이다, 모으다",The autograph seekers clustered around the celebrity following the awards ceremony.,시상식이 끝난 뒤 사인을 받으려는 사람들이 유명 인사 주위로 모였다.,
19,revise,v.,change,modify,alter,edit,"수정하다, 변경하다",Scientists revised their earlier claims that the ozone layer would recover by 2050.,과학자들은 오존층이 2050년 쯤에는 회복될 것이라는 이전의 주장을 수정했다.,
19,obscure,adj.,unclear,uncertain,hidden,dim,"흐릿한, 불분명한",Jane had trouble identifying the obscure figures in the old photograph.,Jane은 오래된 사진 속의 흐릿한 형상들을 식별하는 데 어려움을 겪었다.,
19,rebound,v.,recover,rally,bounce back,,"회복되다, 다시 일어서다",The American economy rebounded from the Great Depression only when the World War II began.,제2차 세계대전이 시작되고 나서야 미국 경제는 대공황으로부터 다시 일어섰다.,
19,rebound,n.,recovery,return,,,회복,The rebound of the lake's trout population happened quickly once all forms of fishing were banned.,모든 형태의 낚시가 금지되자 호수의 송어 개체수가 빠르게 회복되었다.,
19,thus,adv.,consequently,therefore,accordingly,,"따라서, 그러므로","New drugs can lower blood pressure, thus reducing the risk of stroke.","신약들은 혈압을 낮출 수 있고, 따라서 뇌졸중의 위험을 줄여준다.",
19,minutely,adv.,in detail,meticulously,,,자세하게,A human being's brain activity can now be minutely examined.,인간의 뇌 활동은 이제 자세하게 검사될 수 있다.,
19,tend,v.,take care of,look after,care for,foster,돌보다,Alice asked her neighbors to tend her garden when she went away on vacation.,Alice는 휴가를 가면서 이웃들에게 자신의 정원을 돌봐달라고 부탁했다.,
19,impact,n.,influence,effect,repercussion,,영향,The printing press had a major impact on history.,인쇄기는 역사에 중요한 영향을 미쳤다.,
19,luxuriant,adj.,rich,abundant,exuberant,opulent,무성한,Tracts of luxuriant plant life cover the Amazon River's basin.,넓은 면적의 무성한 식물이 아마존 강 유역을 덮고 있다.,
19,altogether,adv.,fully,completely,entirely,totally,완전히,"Quitting smoking altogether is difficult, so many people fail several times before succeeding.",완전히 금연하는 것은 어렵기 때문에 많은 사람들이 성공하기 전에 여러 번 실패했다.,
19,astounding,adj.,amazing,astonishing,surprising,,놀라운,Copernicus made the astounding discovery that the Earth revolves around the Sun.,코페르니쿠스는 지구가 태양 주위를 돈다는 놀라운 발견을 했다.,
19,propagation,n.,spread,dissemination,,,"보급, 유포",The propagation of Christianity throughout the Roman Empire occurred over a period of centuries.,로마 제국 전체에 걸친 기독교의 보급은 수세기의 기간에 걸쳐 일어났다.,
19,encroach,v.,trespass,invade,intrude,,침입하다,The hunters were fined heavily for encroaching on the farmer's property.,사냥꾼들은 농부의 사유지를 침입한 것에 대해 중한 벌금형을 받았다.,
19,bizarre,adj.,strange,odd,erratic,exotic,이상한,Everyone stared at the young woman because her dress was so bizarre.,젊은 여자의 드레스가 너무 이상했기 때문에 모든 사람들이 그녀를 빤히 쳐다보았다.,
19,elevate,v.,raise,lift,heave,hoist,들어 올리다,"Without cranes, it would be nearly impossible to elevate the large steel beams of skyscrapers.",기중기 없이는 고층 건물의 거대한 철재를 들어 올리는 것이 거의 불가능할 것이다.,
19,superb,adj.,excellent,outstanding,magnificent,,"훌륭한, 최고의",Fans cheered wildly at the athlete's superb performance.,팬들은 그 선수의 훌륭한 기량에 격렬하게 환호했다.,
19,accommodate,v.,lodge,make room for,hold,,수용하다,The resorts were carefully planned to accommodate large numbers of tourists.,그 휴양지는 많은 수의 관광객을 수용하기 위해 세심하게 설계되었다.,
19,accommodate,v.,adjust to,suit,adapt,fit,"적응하다, 맞추다",Good business managers must have the ability to accommodate change in the workplace.,유능한 업무 관리자들은 업무 현장에서의 변화에 적응하는 능력을 가지고 있어야 한다.,
19,infinite,adj.,limitless,unlimited,immeasurable,boundless,무한한,Scientists disagree as to whether the universe is infinite or whether it has boundaries.,과학자들은 우주가 무한한지 아니면 그것이 경계를 가지는지에 대해 의견이 다르다.,
19,glimpse into,phr.,brief view into,quick look into,,,~을 흘끗 봄,The travel magazine gives readers a glimpse into cultures around the world.,여행 잡지는 독자들에게 세계의 문화들을 흘끗 볼 수 있게 해준다.,
19,mold,v.,shape,form,fashion,,"형성하다, 만들다",The Grand Canyon was molded by water and wind over an extended period of time.,그랜드 캐니언은 오랜 시간에 걸쳐 물과 바람에 의해 형성되었다.,
19,wary,adj.,cautious,distrustful,watchful,,경계하는,Taiwan's government was wary of becoming economically dependent on China.,대만 정부는 중국에 경제적으로 의존하게 되는 것을 경계했다.,
19,expansion,n.,spread,growth,,,확장,The development of new colonies led to the expansion of the British Empire.,새로운 식민지들의 개발은 대영 제국의 팽창으로 이어졌다.,
19,autonomy,n.,self-rule,independence,,,"자치, 자치권",The powers of the American federal government limit the autonomy of individual states.,미국 연방 정부의 권력은 각 주의 자치권을 제한한다.,
19,complaint,n.,protest,grievance,,,"불만, 항의",Student complaints of being overworked must be taken seriously by instructors.,과도하게 공부하게 되는 것에 대한 학생의 불만은 교사들에게 심각하게 받아들여져야 한다.,
19,subordinate,adj.,secondary,subject,dependent,,종속적인,"In the US, municipal and state courts are subordinate to federal ones.",미국에서는 지방 법원과 주 법원이 연방 법원에 종속적이다.,
19,thrive,v.,do well,prosper,flourish,,번성하다,Slavery in America thrived because there was a scarcity of labor.,노동력이 부족했기 때문에 미국에서 노예 제도가 번성했다.,
19,by and large,phr.,for the most part,on the whole,,,대체로,"By and large, the members of Jinny's team agreed on the terms of the contract.","대체로, Jinny의 팀원들은 그 계약의 조건에 동의했다.",
19,unique to,phr.,existing only in,exclusive to,,,"~ 특유의, ~에만 있는",A brain area unique to humans is responsible for analytical planning.,인간 특유의 뇌의 한 영역은 분석적인 계획을 세우는 것을 담당한다.,
19,annual,adj.,yearly,,,,연간의,Rainforests typically receive between two and five meters of annual rainfall.,열대 우림은 일반적으로 연간 2에서 5미터 사이의 강우량을 갖는다.,
19,frigid,adj.,cold,freezing,frosty,,몹시 추운,The frigid temperatures drove most people to stay indoors.,몹시 추운 기온이 대부분의 사람들을 실내에 머무르게 만들었다.,
19,appreciate,v.,recognize,understands,perceive,,"인식하다, 이해하다",A good educator appreciates that each child has different strengths and weaknesses.,훌륭한 교육자는 각각의 아이가 각자 다른 장점과 약점을 가지고 있다는 것을 인식한다.,
19,apparatus,n.,equipment,device,,,"기구, 장치",The hospital did not have the necessary apparatus for taking X-rays.,그 병원은 엑스레이를 찍기 위해 필요한 기구를 가지고 있지 않았다.,
19,engender,v.,cause,bring about,generate,,야기하다,A friendly work environment engenders good relationships between co-workers.,친화적인 근무 환경은 직장 동료들 간의 좋은 관계를 야기한다.,
19,adverse,adj.,negative,unfavorable,not favorable,harmful,부정적인,President Bush's speech received an adverse reaction from most European leaders.,부시 대통령의 연설은 대부분의 유럽 지도자들로부터 부정적인 반응을 얻었다.,
19,accomplished,adj.,skilled,proficient,,,"숙련된, 뛰어난",Robin is an accomplished sculptor.,Robin은 숙련된 조각가이다.,
19,conceal,v.,hide,cover,obscure,,"숨기다, 감추다",Police officers found the cocaine concealed inside the doll.,경찰관들은 인형 안에 숨겨져 있는 코카인을 발견했다.,
19,uniform,adj.,consistent,even,invariable,,"일정한, 한결같은",Using a mold will ensure every cookie is uniform in size and shape.,틀을 이용하는 것은 모든 과자가 일정한 크기와 모양이 되도록 해줄 것이다.,
19,complement,n.,supplement,,,,"보완물, 금상첨화적 요소",Wine experts recommend white wine as the perfect complement to salmon.,와인 전문가들은 백포도주를 연어와 완벽한 금상첨화 요소로 추천했다.,
19,refrain from,phr.,avoid,abstain from,keep from,,삼가다,Museum visitors are asked to refrain from taking photographs of the exhibits.,박물관 방문객들은 전시품의 사진을 찍는 것을 삼가달라고 요청받았다.,
19,column,n.,pillar,post,,,기둥,"In coastal areas, houses are often built on columns to protect against flooding by ocean waves.",연안 지역에서는 파도에 의한 침수를 막기 위해서 주택들이 보통 기둥 위에 지어진다.,
19,underscore,v.,emphasize,reinforce,underline,accentuate,강조하다,"The lecture, Dr. Jones underscored that exercise is the only cure for obesity.",강의에서 Dr. Jones는 운동이 비만에 대한 유일한 치료법이라고 강조했다.,
19,inspire,v.,motivate,fire the imagination of,,,영감을 주다,"A real person inspired Charles Dickens to write his classic, A Christmas Carol.",실제 인물이 찰스 디킨스에게 그의 명작 '크리스마스 캐롤'을 쓰도록 영감을 주었다.,
19,swell,v.,increase,expand,enlarge,,팽창하다,California's population swelled during the Gold Rush.,캘리포니아의 인구는 골드러시 동안에 팽창했다.,
19,deficient,adj.,not enough,insufficient,inadequate,,부족한,Plants may turn from green to yellow if they are deficient in nitrogen.,식물은 질소가 부족하면 초록색에서 노란색으로 변할 수 있다.,
19,indiscriminately,adv.,randomly,,,,"무차별로, 가리지 않고",The police indiscriminately arrested people at the site of the demonstration.,경찰은 데모 현장에서 사람들을 무차별적으로 체포했다.,
19,to some extent,phr.,within limits,,,,어느 정도까지,"University students are, to some extent, free to select their own courses.",대학생들은 어느 정도까지는 자신들의 강좌를 선택할 수 있다.,
19,hierarchical,adj.,arranged in order of rank,,,,계급적인,The hierarchical structure of large companies may limit innovation.,대기업의 계급적인 구조는 혁신을 제한할 수도 있다.,
20,harness,v.,utilize,put to use,employ,,(자연의 힘 등을) 이용하다,The ancient Egyptians harnessed the power of water for agriculture.,고대 이집트인들은 농경에 수력을 이용했다.,
20,prestige,n.,high regard,status,,,"명성, 위신",Being enrolled at a top university gives a student prestige.,일류 대학에 입학하는 것은 학생에게 명성을 준다.,
20,radically,adv.,extremely,completely,essentially,,"철저하게, 근본적으로",Developments in computer technology led to radically different methods of communication.,컴퓨터 기술의 발전은 철저하게 다른 의사소통 방법을 초래했다.,
20,exhibit,v.,show,display,present,demonstrate,"보이다, 나타내다",The dancer exhibited grace and dignity despite her foot injury.,그 무용수는 발 부상에도 불구하고 우아함과 기품을 보여주었다.,
20,deposit,v.,lay,place,lay down,set down,"두다, 놓다",Express mail must be deposited in the pickup box by noon for next-day delivery.,특급 우편은 익일 배송을 위해 정오까지 집배 상자에 넣어야만 한다.,
20,shatter,v.,break,destroy,smash,,산산이 부수다,A tornado shattered the windows of nearby houses last night.,토네이도가 어젯밤에 근처 주택들의 창문을 산산이 부수었다.,
20,barren,adj.,inferior,sterile,lifeless,unable to sustain life,"척박한, 황량한",The barren soil of the Rocky Mountains provides few nutrients to the grass.,로키 산맥의 척박한 토양은 풀에 영양소를 거의 공급하지 않는다.,
20,consent,v.,agree,assent,,,동의하다,Not all Native American tribes consented to having their land taken away by the government.,모든 북미 원주민 부족들이 정부가 자신들의 땅을 가져가는 것에 동의한 것은 아니었다.,
20,give rise to,phr.,cause,produce,provoke,bring about,"야기하다, 초래하다",Make's dramatic weight gain gave rise to several health problems.,Jake의 급격한 체중 증가는 몇몇 건강 문제를 초래했다.,
20,size up,phr.,evaluate,measure,assess,appraise,평가하다,A company must size up its competition before entering a new market.,회사는 새로운 시장에 진입하기 전에 자신의 경쟁 상대를 평가해야만 한다.,
20,mimic,v.,imitate,copy,reproduce,,"흉내 내다, 모방하다",Many insects mimic twigs or leaves for protection.,많은 곤충들이 자신을 보호하기 위해 나뭇가지나 나뭇잎을 흉내 낸다.,
20,contiguous,adj.,neighboring,adjacent,adjoining,,인접한,The US and Canada are contiguous nations that share the world's longest border.,미국과 캐나다는 세계에서 가장 긴 국경선을 공유하는 인접 국가이다.,
20,engage,v.,involve,,,,"참여시키다, 끌어들이다",The lawyer engaged his colleagues in a conversation about legal ethics.,그 변호사는 그의 동료들을 법조 윤리에 관한 대화에 참여시켰다.,
20,engage,v.,reserve,book,,,예약하다,An assistant to the CEO engaged a famous banquet hall for the dinner.,CEO의 보좌인은 저녁 만찬을 위해 유명한 연회장을 예약했다.,
20,engage,v.,hire,,,,고용하다,The magazine engaged the services of several excellent writers to make its articles more interesting.,그 잡지사는 기사를 더 흥미롭게 만들기 위해 몇 명의 훌륭한 작가들의 동역을 고용했다.,
20,initial,adj.,first,original,earliest,,"최초의, 처음의",The theory based on the team's initial research was disproven by later studies.,그 팀의 최초 연구에 기초했던 가설은 이후의 연구에서 틀렸음이 입증되었다.,
20,essential,adj.,fundamental,,,,근본적인,The Earth itself is the most essential natural resource.,지구는 그 자체가 가장 근본적인 천연자원이다.,
20,essential,adj.,indispensable,required,,,필수적인,Completing medical school is an essential step to becoming a doctor.,의과 대학을 수료하는 것은 의사가 되는 데 필수적인 단계이다.,
20,pertinent,adj.,relevant,related,germane,,"관련된, 적절한",The detective wanted to know all the pertinent details.,그 형사는 관련된 모든 세부 사항들을 알고 싶어 했다.,
20,traumatic,adj.,highly stressful,upsetting,disturbing,,정신적 충격이 큰,Psychologists help patients to recover from traumatic experiences.,심리학자들은 환자들이 정신적 충격이 큰 경험으로부터 회복할 수 있도록 도와준다.,
20,on the whole,phr.,in general,generally,overall,by and large,대체로,"On the whole, Africa is a warm continent, but some areas have cold weather.",대체로 아프리카는 따뜻한 대륙이지만 일부 지역은 추운 기후를 가지고 있다.,
20,dispersal,n.,distribution,scattering,,,"산포, 확산",Wind is one of the primary factors in the dispersal of dandelion seeds.,바람은 민들레 씨앗 확산의 주요 요인 중 하나이다.,
20,sought-after,adj.,desired,desirable,in demand,,"수요가 많은, 인기 있는",Water is a sought-after resource in areas of Pakistan suffering from severe drought.,물은 심한 가뭄을 겪고 있는 파키스탄 지역에서 수요가 많은 자원이다.,
20,expand,v.,enlarge,increase,swell,bloat,확장하다,"In 1803, the Louisiana Purchase expanded the territory of the US by 828,000 square miles.",1803년의 루이지애나 매입은 미국의 영토를 82만 8천 평방 마일만큼 확장시켰다.,
20,mastery,n.,control,,,,"통제력, 지배",The best way to gain mastery over one's fears is to confront them.,공포에 대한 통제력을 얻을 수 있는 가장 좋은 방법은 그것에 맞서는 것이다.,
20,mastery,n.,expertise,,,,전문적 지식,Marcus Tullius Cicero was a Roman statesman and orator who is remembered for his mastery of Latin prose.,마르쿠스 툴리우스 키케로는 라틴어 산문에 대한 전문적 지식으로 기억되는 로마의 정치인이다.,
20,perpetually,adv.,continually,incessantly,ceaselessy,,끊임없이,Wind power plants may be established in places where the wind blows perpetually.,풍력 발전소는 바람이 끊임없이 부는 곳에 설립될 수 있다.,
20,evacuate,v.,move out,,,,"대피하다, 비우고 떠나다",Flooding forced the building's residents to evacuate.,홍수는 건물의 거주자들이 대피하도록 했다.,
20,excrete,v.,expel,discharge,eject,,"배설하다, 방출하다",Certain types of frogs native to South America excrete toxins through their skin.,남미 토종인 특정 종류의 개구리들은 피부를 통해 독소를 방출한다.,
20,gradually,adv.,slowly,little by little,,,"서서히, 점차","The scars from the accident are gradually disappearing, but there will always be a small mark on Kevin's forehead.","사고로 인한 상처는 서서히 사라지고 있지만, Kevin의 이마에는 언제까지나 작은 흉터가 남아 있을 것이다.",
20,affluent,adj.,plentiful,abundant,,,풍부한,Ancient Rome received an affluent supply of grain from Egypt.,고대 로마는 이집트로부터 풍부한 곡식을 공급받았다.,
20,affluent,adj.,wealthy,rich,well-off,,부유한,Jackie came from an affluent family.,Jackie는 부유한 가정 출신이다.,
20,stationary,adj.,unmoving,motionless,immobile,,움직이지 않는,A stationary target is easy to aim at.,움직이지 않는 목표물은 겨냥하기 쉽다.,
20,cling to,phr.,stick to,hold tightly,adhere to,,달라붙다,Static electricity can make light objects cling to one another.,정전기는 가벼운 물체들을 서로 달라붙게 만들 수 있다.,
20,endow,v.,donate,,,,기부하다,The successful businessman endowed his college with a generous monetary gift.,그 성공한 사업가는 자신의 대학에 후한 금일봉을 기부했다.,
20,endow,v.,grant,provide,endue,,(재능 등을) 부여하다,"From his first public performance, critics realized that the young pianist was endowed with an incredible gift.",그의 첫 대중 공연을 통해 비평가들은 그 젊은 피아니스트가 놀라운 재능을 부여받았다는 것을 알았다.,
20,verging on,phr.,bordering on,,,,"~에 가까운, 거의 ~인",The critic's comments were so harsh that they were verging on insults.,그 평론가의 논평은 너무 가혹해서 모욕에 가까웠다.,
20,contemptuous,adj.,scornful,disdainful,,,"업신여기는, 경멸하는",The presidential candidate made contemptuous statements about his opponents.,그 대통령 후보자는 상대를 업신여기는 발언을 했다.,
20,accelerate,v.,increase in speed,speed up,,,속도를 높이다,The airplane accelerated as it headed down the runway.,그 비행기는 활주로를 따라가면서 속도를 높였다.,
20,confirm,v.,ascertain,verify,,,확인하다,Multiple studies have confirmed the connection between smoking and cancer.,다수의 연구가 흡연과 암 사이의 연관성을 확인했다.,
20,harsh,adj.,severe,rigorous,inclement,,"가혹한, 엄한",Conditions in the prison camp were unbearably harsh.,포로 수용소의 환경은 견딜 수 없을 정도로 가혹했다.,
20,mere subsistence,phr.,basic living necessaries,,,,"최저 생계 수단, 생필품",Technological advances have helped many farmers make a profit and work for more than mere subsistence.,"기술의 진보는 많은 농부들이 수익을 올리고, 최저 생계 수단 이상을 위해 일하도록 도와주었다.",
20,adherent,n.,supporter,advocate,,,지지자,The senator's adherents donated money for his reelection campaign.,그 상원 의원의 지지자들은 재선 선거 유세를 위한 자금을 기부했다.,
20,invaluable,adj.,precious,priceless,valuable,,매우 귀중한,Clean air is an invaluable asset that is crucial for health in all societies.,"모든 사회에서 깨끗한 공기는 건강에 결정적인, 매우 귀중한 자산이다.",
